"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"1973","Italy","Total","Males","Number","26,677,131",""
"1973","Cyprus","Total","Males","Number","312,566",""
"1973","Latvia","Total","Males","Number","1,103,390",""
"1973","Lithuania","Total","Males","Number","1,518,957",""
"1973","Luxembourg","Total","Males","Number","171,530",""
"1973","Hungary","Total","Males","Number","5,050,271",""
"1973","Malta","Total","Males","Number",":",""
"1973","Netherlands","Total","Males","Number","6,675,531",""
"1973","Austria","Total","Males","Number","3,575,804",""
"1973","Poland","Total","Males","Number",":",""
"1973","Portugal","Total","Males","Number","4,080,040",""
"1973","Romania","Total","Males","Number","10,203,307",""
"1973","Slovenia","Total","Males","Number",":",""
"1973","Slovakia","Total","Males","Number","2,277,139",""
"1973","Finland","Total","Males","Number","2,249,051",""
"1973","Sweden","Total","Males","Number","4,051,331",""
"1973","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1973","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1973","European Free Trade Association","Total","Males","Number","5,151,489",""
"1973","Iceland","Total","Males","Number","106,569",""
"1973","Liechtenstein","Total","Males","Number","11,116",""
"1973","Norway","Total","Males","Number","1,962,964",""
"1973","Switzerland","Total","Males","Number","3,070,840",""
"1973","United Kingdom","Total","Males","Number","27,295,535",""
"1973","Montenegro","Total","Males","Number",":",""
"1973","North Macedonia","Total","Males","Number",":",""
"1973","Albania","Total","Males","Number",":",""
"1973","Serbia","Total","Males","Number",":",""
"1973","Turkey","Total","Males","Number","19,129,621",""
"1973","Andorra","Total","Males","Number",":",""
"1973","Belarus","Total","Males","Number",":",""
"1973","Bosnia and Herzegovina","Total","Males","Number",":",""
"1973","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1973","Moldova","Total","Males","Number",":",""
"1973","Monaco","Total","Males","Number",":",""
"1973","Russia","Total","Males","Number",":",""
"1973","San Marino","Total","Males","Number",":",""
"1973","Ukraine","Total","Males","Number",":",""
"1973","Armenia","Total","Males","Number",":",""
"1973","Azerbaijan","Total","Males","Number",":",""
"1973","Georgia","Total","Males","Number",":",""
"1974","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1974","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1974","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1974","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1974","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1974","Belgium","Total","Males","Number","4,774,403",""
"1974","Bulgaria","Total","Males","Number","4,319,642",""
"1974","Czechia","Total","Males","Number","4,821,712",""
"1974","Denmark","Total","Males","Number","2,498,164",""
"1974","Germany (until 1990 former territory of the FRG)","Total","Males","Number","29,713,752",""
"1974","Germany including former GDR","Total","Males","Number","37,565,088",""
"1974","Estonia","Total","Males","Number","650,352",""
"1974","Ireland","Total","Males","Number","1,563,000",""
"1974","Greece","Total","Males","Number","4,377,238",""
"1974","Spain","Total","Males","Number","17,220,063",""
"1974","France","Total","Males","Number",":",""
"1974","France (metropolitan)","Total","Males","Number","25,629,845",""
"1974","Croatia","Total","Males","Number",":",""
"1974","Italy","Total","Males","Number","26,840,113",""
"1974","Cyprus","Total","Males","Number","315,500",""
"1974","Latvia","Total","Males","Number","1,114,094",""
"1974","Lithuania","Total","Males","Number","1,534,024",""
"1974","Luxembourg","Total","Males","Number","174,210",""
"1974","Hungary","Total","Males","Number","5,066,834",""
"1974","Malta","Total","Males","Number",":",""
"1974","Netherlands","Total","Males","Number","6,722,096",""
"1974","Austria","Total","Males","Number","3,599,383",""
"1974","Poland","Total","Males","Number",":",""
"1974","Portugal","Total","Males","Number","4,060,920",""
"1974","Romania","Total","Males","Number","10,289,614",""
"1974","Slovenia","Total","Males","Number",":",""
"1974","Slovakia","Total","Males","Number","2,299,103",""
"1974","Finland","Total","Males","Number","2,262,142",""
"1974","Sweden","Total","Males","Number","4,053,982",""
"1974","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1974","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1974","European Free Trade Association","Total","Males","Number","5,180,975",""
"1974","Iceland","Total","Males","Number","107,996",""
"1974","Liechtenstein","Total","Males","Number","11,516",""
"1974","Norway","Total","Males","Number","1,974,512",""
"1974","Switzerland","Total","Males","Number","3,086,951",""
"1974","United Kingdom","Total","Males","Number","27,340,202",""
"1974","Montenegro","Total","Males","Number",":",""
"1974","North Macedonia","Total","Males","Number",":",""
"1974","Albania","Total","Males","Number",":",""
"1974","Serbia","Total","Males","Number",":",""
"1974","Turkey","Total","Males","Number","19,682,106",""
"1974","Andorra","Total","Males","Number",":",""
"1974","Belarus","Total","Males","Number",":",""
"1974","Bosnia and Herzegovina","Total","Males","Number",":",""
"1974","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1974","Moldova","Total","Males","Number",":",""
"1974","Monaco","Total","Males","Number",":",""
"1974","Russia","Total","Males","Number",":",""
"1974","San Marino","Total","Males","Number",":",""
"1974","Ukraine","Total","Males","Number",":",""
"1974","Armenia","Total","Males","Number",":",""
"1974","Azerbaijan","Total","Males","Number",":",""
"1974","Georgia","Total","Males","Number",":",""
"1975","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1975","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1975","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1975","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1975","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1975","Belgium","Total","Males","Number","4,792,142",""
"1975","Bulgaria","Total","Males","Number","4,349,988",""
"1975","Czechia","Total","Males","Number","4,857,403",""
"1975","Denmark","Total","Males","Number","2,504,217",""
"1975","Germany (until 1990 former territory of the FRG)","Total","Males","Number","29,604,450",""
"1975","Germany including former GDR","Total","Males","Number","37,439,268",""
"1975","Estonia","Total","Males","Number","656,622",""
"1975","Ireland","Total","Males","Number","1,590,100",""
"1975","Greece","Total","Males","Number","4,399,201",""
"1975","Spain","Total","Males","Number","17,419,371",""
"1975","France","Total","Males","Number",":",""
"1975","France (metropolitan)","Total","Males","Number","25,767,605",""
"1975","Croatia","Total","Males","Number",":",""
"1975","Italy","Total","Males","Number","27,006,597",""
"1975","Cyprus","Total","Males","Number","250,800","b"
"1975","Latvia","Total","Males","Number","1,125,084",""
"1975","Lithuania","Total","Males","Number","1,548,511",""
"1975","Luxembourg","Total","Males","Number","177,233",""
"1975","Hungary","Total","Males","Number","5,097,229",""
"1975","Malta","Total","Males","Number",":",""
"1975","Netherlands","Total","Males","Number","6,771,613",""
"1975","Austria","Total","Males","Number","3,589,013",""
"1975","Poland","Total","Males","Number","16,461,242",""
"1975","Portugal","Total","Males","Number","4,198,390",""
"1975","Romania","Total","Males","Number","10,405,968",""
"1975","Slovenia","Total","Males","Number","861,730",""
"1975","Slovakia","Total","Males","Number","2,323,020",""
"1975","Finland","Total","Males","Number","2,273,815",""
"1975","Sweden","Total","Males","Number","4,067,681",""
"1975","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1975","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1975","European Free Trade Association","Total","Males","Number","5,207,340",""
"1975","Iceland","Total","Males","Number","109,537",""
"1975","Liechtenstein","Total","Males","Number","11,890",""
"1975","Norway","Total","Males","Number","1,986,215",""
"1975","Switzerland","Total","Males","Number","3,099,698",""
"1975","United Kingdom","Total","Males","Number","27,354,879",""
"1975","Montenegro","Total","Males","Number",":",""
"1975","North Macedonia","Total","Males","Number",":",""
"1975","Albania","Total","Males","Number",":",""
"1975","Serbia","Total","Males","Number",":",""
"1975","Turkey","Total","Males","Number","20,269,492",""
"1975","Andorra","Total","Males","Number",":",""
"1975","Belarus","Total","Males","Number",":",""
"1975","Bosnia and Herzegovina","Total","Males","Number",":",""
"1975","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1975","Moldova","Total","Males","Number",":",""
"1975","Monaco","Total","Males","Number",":",""
"1975","Russia","Total","Males","Number",":",""
"1975","San Marino","Total","Males","Number",":",""
"1975","Ukraine","Total","Males","Number",":",""
"1975","Armenia","Total","Males","Number",":",""
"1975","Azerbaijan","Total","Males","Number",":",""
"1975","Georgia","Total","Males","Number",":",""
"1976","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1976","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1976","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1976","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1976","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1976","Belgium","Total","Males","Number","4,805,234",""
"1976","Bulgaria","Total","Males","Number","4,359,515",""
"1976","Czechia","Total","Males","Number","4,892,252",""
"1976","Denmark","Total","Males","Number","2,506,844",""
"1976","Germany (until 1990 former territory of the FRG)","Total","Males","Number","29,381,500",""
"1976","Germany including former GDR","Total","Males","Number","37,198,915",""
"1976","Estonia","Total","Males","Number","662,555",""
"1976","Ireland","Total","Males","Number","1,616,400",""
"1976","Greece","Total","Males","Number","4,464,019",""
"1976","Spain","Total","Males","Number","17,612,561",""
"1976","France","Total","Males","Number",":",""
"1976","France (metropolitan)","Total","Males","Number","25,846,564",""
"1976","Croatia","Total","Males","Number",":",""
"1976","Italy","Total","Males","Number","27,137,474",""
"1976","Cyprus","Total","Males","Number","248,711",""
"1976","Latvia","Total","Males","Number","1,133,086",""
"1976","Lithuania","Total","Males","Number","1,561,638",""
"1976","Luxembourg","Total","Males","Number","178,943",""
"1976","Hungary","Total","Males","Number","5,128,907",""
"1976","Malta","Total","Males","Number",":",""
"1976","Netherlands","Total","Males","Number","6,836,875",""
"1976","Austria","Total","Males","Number","3,572,603",""
"1976","Poland","Total","Males","Number",":",""
"1976","Portugal","Total","Males","Number","4,431,280",""
"1976","Romania","Total","Males","Number","10,564,943",""
"1976","Slovenia","Total","Males","Number","875,382",""
"1976","Slovakia","Total","Males","Number","2,346,067",""
"1976","Finland","Total","Males","Number","2,282,115",""
"1976","Sweden","Total","Males","Number","4,081,259",""
"1976","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1976","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1976","European Free Trade Association","Total","Males","Number","5,197,347",""
"1976","Iceland","Total","Males","Number","110,753",""
"1976","Liechtenstein","Total","Males","Number","11,911",""
"1976","Norway","Total","Males","Number","1,994,867",""
"1976","Switzerland","Total","Males","Number","3,079,816",""
"1976","United Kingdom","Total","Males","Number","27,360,711",""
"1976","Montenegro","Total","Males","Number",":",""
"1976","North Macedonia","Total","Males","Number",":",""
"1976","Albania","Total","Males","Number",":",""
"1976","Serbia","Total","Males","Number",":",""
"1976","Turkey","Total","Males","Number","20,619,021",""
"1976","Andorra","Total","Males","Number",":",""
"1976","Belarus","Total","Males","Number",":",""
"1976","Bosnia and Herzegovina","Total","Males","Number",":",""
"1976","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1976","Moldova","Total","Males","Number",":",""
"1976","Monaco","Total","Males","Number",":",""
"1976","Russia","Total","Males","Number",":",""
"1976","San Marino","Total","Males","Number",":",""
"1976","Ukraine","Total","Males","Number",":",""
"1976","Armenia","Total","Males","Number",":",""
"1976","Azerbaijan","Total","Males","Number",":",""
"1976","Georgia","Total","Males","Number",":",""
"1977","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1977","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1977","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1977","Euro area - 19 countries  (from 2015)","Total","Males","Number","143,482,300",""
"1977","Euro area - 18 countries (2014)","Total","Males","Number","141,906,812",""
"1977","Belgium","Total","Males","Number","4,808,465",""
"1977","Bulgaria","Total","Males","Number","4,385,322",""
"1977","Czechia","Total","Males","Number","4,924,587",""
"1977","Denmark","Total","Males","Number","2,512,827",""
"1977","Germany (until 1990 former territory of the FRG)","Total","Males","Number","29,262,796",""
"1977","Germany including former GDR","Total","Males","Number","37,068,685",""
"1977","Estonia","Total","Males","Number","667,676",""
"1977","Ireland","Total","Males","Number","1,639,500",""
"1977","Greece","Total","Males","Number","4,536,458",""
"1977","Spain","Total","Males","Number","17,807,322",""
"1977","France","Total","Males","Number",":",""
"1977","France (metropolitan)","Total","Males","Number","25,938,577",""
"1977","Croatia","Total","Males","Number",":",""
"1977","Italy","Total","Males","Number","27,249,308",""
"1977","Cyprus","Total","Males","Number","248,700",""
"1977","Latvia","Total","Males","Number","1,139,029",""
"1977","Lithuania","Total","Males","Number","1,575,488",""
"1977","Luxembourg","Total","Males","Number","178,590",""
"1977","Hungary","Total","Males","Number","5,155,852",""
"1977","Malta","Total","Males","Number","147,022",""
"1977","Netherlands","Total","Males","Number","6,871,547",""
"1977","Austria","Total","Males","Number","3,573,124",""
"1977","Poland","Total","Males","Number",":",""
"1977","Portugal","Total","Males","Number","4,487,820",""
"1977","Romania","Total","Males","Number","10,677,731",""
"1977","Slovenia","Total","Males","Number","887,449",""
"1977","Slovakia","Total","Males","Number","2,371,148",""
"1977","Finland","Total","Males","Number","2,286,392",""
"1977","Sweden","Total","Males","Number","4,092,564",""
"1977","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1977","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1977","European Free Trade Association","Total","Males","Number","5,186,566",""
"1977","Iceland","Total","Males","Number","111,617",""
"1977","Liechtenstein","Total","Males","Number","11,972",""
"1977","Norway","Total","Males","Number","2,003,112",""
"1977","Switzerland","Total","Males","Number","3,059,865",""
"1977","United Kingdom","Total","Males","Number","27,352,693",""
"1977","Montenegro","Total","Males","Number",":",""
"1977","North Macedonia","Total","Males","Number",":",""
"1977","Albania","Total","Males","Number",":",""
"1977","Serbia","Total","Males","Number",":",""
"1977","Turkey","Total","Males","Number","21,002,748",""
"1977","Andorra","Total","Males","Number",":",""
"1977","Belarus","Total","Males","Number",":",""
"1977","Bosnia and Herzegovina","Total","Males","Number",":",""
"1977","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1977","Moldova","Total","Males","Number",":",""
"1977","Monaco","Total","Males","Number",":",""
"1977","Russia","Total","Males","Number",":",""
"1977","San Marino","Total","Males","Number",":",""
"1977","Ukraine","Total","Males","Number",":",""
"1977","Armenia","Total","Males","Number",":",""
"1977","Azerbaijan","Total","Males","Number",":",""
"1977","Georgia","Total","Males","Number",":",""
"1978","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1978","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1978","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1978","Euro area - 19 countries  (from 2015)","Total","Males","Number","144,070,349",""
"1978","Euro area - 18 countries (2014)","Total","Males","Number","142,482,384",""
"1978","Belgium","Total","Males","Number","4,814,057",""
"1978","Bulgaria","Total","Males","Number","4,401,687",""
"1978","Czechia","Total","Males","Number","4,952,956",""
"1978","Denmark","Total","Males","Number","2,519,844",""
"1978","Germany (until 1990 former territory of the FRG)","Total","Males","Number","29,216,516",""
"1978","Germany including former GDR","Total","Males","Number","37,033,557",""
"1978","Estonia","Total","Males","Number","673,379",""
"1978","Ireland","Total","Males","Number","1,660,800",""
"1978","Greece","Total","Males","Number","4,578,620",""
"1978","Spain","Total","Males","Number","17,993,218",""
"1978","France","Total","Males","Number",":",""
"1978","France (metropolitan)","Total","Males","Number","26,046,725",""
"1978","Croatia","Total","Males","Number",":",""
"1978","Italy","Total","Males","Number","27,337,858",""
"1978","Cyprus","Total","Males","Number","246,800",""
"1978","Latvia","Total","Males","Number","1,147,140",""
"1978","Lithuania","Total","Males","Number","1,587,965",""
"1978","Luxembourg","Total","Males","Number","178,464",""
"1978","Hungary","Total","Males","Number","5,177,960",""
"1978","Malta","Total","Males","Number","149,399",""
"1978","Netherlands","Total","Males","Number","6,907,216",""
"1978","Austria","Total","Males","Number","3,577,044",""
"1978","Poland","Total","Males","Number",":",""
"1978","Portugal","Total","Males","Number","4,548,930",""
"1978","Romania","Total","Males","Number","10,777,854",""
"1978","Slovenia","Total","Males","Number","898,163",""
"1978","Slovakia","Total","Males","Number","2,395,346",""
"1978","Finland","Total","Males","Number","2,295,668",""
"1978","Sweden","Total","Males","Number","4,104,527",""
"1978","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1978","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1978","European Free Trade Association","Total","Males","Number","5,189,800",""
"1978","Iceland","Total","Males","Number","112,283",""
"1978","Liechtenstein","Total","Males","Number","12,245",""
"1978","Norway","Total","Males","Number","2,009,907",""
"1978","Switzerland","Total","Males","Number","3,055,365",""
"1978","United Kingdom","Total","Males","Number","27,337,263",""
"1978","Montenegro","Total","Males","Number",":",""
"1978","North Macedonia","Total","Males","Number",":",""
"1978","Albania","Total","Males","Number",":",""
"1978","Serbia","Total","Males","Number",":",""
"1978","Turkey","Total","Males","Number","21,422,541",""
"1978","Andorra","Total","Males","Number",":",""
"1978","Belarus","Total","Males","Number",":",""
"1978","Bosnia and Herzegovina","Total","Males","Number",":",""
"1978","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1978","Moldova","Total","Males","Number",":",""
"1978","Monaco","Total","Males","Number",":",""
"1978","Russia","Total","Males","Number",":",""
"1978","San Marino","Total","Males","Number",":",""
"1978","Ukraine","Total","Males","Number",":",""
"1978","Armenia","Total","Males","Number",":",""
"1978","Azerbaijan","Total","Males","Number",":",""
"1978","Georgia","Total","Males","Number",":",""
"1979","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1979","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1979","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1979","Euro area - 19 countries  (from 2015)","Total","Males","Number","144,673,096",""
"1979","Euro area - 18 countries (2014)","Total","Males","Number","143,073,657",""
"1979","Belgium","Total","Males","Number","4,813,742",""
"1979","Bulgaria","Total","Males","Number","4,390,695",""
"1979","Czechia","Total","Males","Number","4,980,454",""
"1979","Denmark","Total","Males","Number","2,525,588",""
"1979","Germany (until 1990 former territory of the FRG)","Total","Males","Number","29,214,271",""
"1979","Germany including former GDR","Total","Males","Number","37,045,176",""
"1979","Estonia","Total","Males","Number","677,274",""
"1979","Ireland","Total","Males","Number","1,686,500",""
"1979","Greece","Total","Males","Number","4,661,764",""
"1979","Spain","Total","Males","Number","18,167,281",""
"1979","France","Total","Males","Number",":",""
"1979","France (metropolitan)","Total","Males","Number","26,133,525",""
"1979","Croatia","Total","Males","Number",":",""
"1979","Italy","Total","Males","Number","27,409,332",""
"1979","Cyprus","Total","Males","Number","248,200",""
"1979","Latvia","Total","Males","Number","1,151,577",""
"1979","Lithuania","Total","Males","Number","1,599,439",""
"1979","Luxembourg","Total","Males","Number","178,336",""
"1979","Hungary","Total","Males","Number","5,191,336",""
"1979","Malta","Total","Males","Number","150,872",""
"1979","Netherlands","Total","Males","Number","6,945,442",""
"1979","Austria","Total","Males","Number","3,567,947",""
"1979","Poland","Total","Males","Number",":",""
"1979","Portugal","Total","Males","Number","4,609,200",""
"1979","Romania","Total","Males","Number","10,875,027",""
"1979","Slovenia","Total","Males","Number","908,132",""
"1979","Slovakia","Total","Males","Number","2,418,567",""
"1979","Finland","Total","Males","Number","2,300,790",""
"1979","Sweden","Total","Males","Number","4,109,442",""
"1979","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1979","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1979","European Free Trade Association","Total","Males","Number","5,199,754",""
"1979","Iceland","Total","Males","Number","113,250",""
"1979","Liechtenstein","Total","Males","Number","12,611",""
"1979","Norway","Total","Males","Number","2,016,362",""
"1979","Switzerland","Total","Males","Number","3,057,531",""
"1979","United Kingdom","Total","Males","Number","27,351,415",""
"1979","Montenegro","Total","Males","Number",":",""
"1979","North Macedonia","Total","Males","Number",":",""
"1979","Albania","Total","Males","Number",":",""
"1979","Serbia","Total","Males","Number",":",""
"1979","Turkey","Total","Males","Number","21,880,551",""
"1979","Andorra","Total","Males","Number",":",""
"1979","Belarus","Total","Males","Number",":",""
"1979","Bosnia and Herzegovina","Total","Males","Number",":",""
"1979","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1979","Moldova","Total","Males","Number",":",""
"1979","Monaco","Total","Males","Number",":",""
"1979","Russia","Total","Males","Number",":",""
"1979","San Marino","Total","Males","Number",":",""
"1979","Ukraine","Total","Males","Number",":",""
"1979","Armenia","Total","Males","Number",":",""
"1979","Azerbaijan","Total","Males","Number",":",""
"1979","Georgia","Total","Males","Number",":",""
"1980","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1980","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1980","European Union - 27 countries (2007-2013)","Total","Males","Number","222,137,483",""
"1980","Euro area - 19 countries  (from 2015)","Total","Males","Number","145,326,242",""
"1980","Euro area - 18 countries (2014)","Total","Males","Number","143,723,976",""
"1980","Belgium","Total","Males","Number","4,818,944",""
"1980","Bulgaria","Total","Males","Number","4,409,149",""
"1980","Czechia","Total","Males","Number","5,004,685",""
"1980","Denmark","Total","Males","Number","2,529,053",""
"1980","Germany (until 1990 former territory of the FRG)","Total","Males","Number","29,317,070",""
"1980","Germany including former GDR","Total","Males","Number","37,156,554",""
"1980","Estonia","Total","Males","Number","681,573",""
"1980","Ireland","Total","Males","Number","1,705,100",""
"1980","Greece","Total","Males","Number","4,702,330",""
"1980","Spain","Total","Males","Number","18,323,513",""
"1980","France","Total","Males","Number",":",""
"1980","France (metropolitan)","Total","Males","Number","26,243,789",""
"1980","Croatia","Total","Males","Number",":",""
"1980","Italy","Total","Males","Number","27,459,187",""
"1980","Cyprus","Total","Males","Number","250,900",""
"1980","Latvia","Total","Males","Number","1,154,454",""
"1980","Lithuania","Total","Males","Number","1,602,266",""
"1980","Luxembourg","Total","Males","Number","177,975",""
"1980","Hungary","Total","Males","Number","5,188,709",""
"1980","Malta","Total","Males","Number","153,052",""
"1980","Netherlands","Total","Males","Number","6,994,280",""
"1980","Austria","Total","Males","Number","3,564,180",""
"1980","Poland","Total","Males","Number","17,253,788",""
"1980","Portugal","Total","Males","Number","4,670,680",""
"1980","Romania","Total","Males","Number","10,918,096",""
"1980","Slovenia","Total","Males","Number","918,947",""
"1980","Slovakia","Total","Males","Number","2,441,734",""
"1980","Finland","Total","Males","Number","2,306,784",""
"1980","Sweden","Total","Males","Number","4,115,559",""
"1980","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1980","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number","224,286,678",""
"1980","European Free Trade Association","Total","Males","Number","5,215,430",""
"1980","Iceland","Total","Males","Number","114,439",""
"1980","Liechtenstein","Total","Males","Number","12,896",""
"1980","Norway","Total","Males","Number","2,021,860",""
"1980","Switzerland","Total","Males","Number","3,066,235",""
"1980","United Kingdom","Total","Males","Number","27,392,202",""
"1980","Montenegro","Total","Males","Number",":",""
"1980","North Macedonia","Total","Males","Number",":",""
"1980","Albania","Total","Males","Number",":",""
"1980","Serbia","Total","Males","Number",":",""
"1980","Turkey","Total","Males","Number","22,379,247",""
"1980","Andorra","Total","Males","Number",":",""
"1980","Belarus","Total","Males","Number",":",""
"1980","Bosnia and Herzegovina","Total","Males","Number",":",""
"1980","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1980","Moldova","Total","Males","Number",":",""
"1980","Monaco","Total","Males","Number",":",""
"1980","Russia","Total","Males","Number",":",""
"1980","San Marino","Total","Males","Number",":",""
"1980","Ukraine","Total","Males","Number",":",""
"1980","Armenia","Total","Males","Number",":",""
"1980","Azerbaijan","Total","Males","Number",":",""
"1980","Georgia","Total","Males","Number",":",""
"1981","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1981","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1981","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1981","Euro area - 19 countries  (from 2015)","Total","Males","Number","146,070,251",""
"1981","Euro area - 18 countries (2014)","Total","Males","Number","144,459,996",""
"1981","Belgium","Total","Males","Number","4,821,395",""
"1981","Bulgaria","Total","Males","Number","4,421,714",""
"1981","Czechia","Total","Males","Number","4,988,799",""
"1981","Denmark","Total","Males","Number","2,528,225",""
"1981","Germany (until 1990 former territory of the FRG)","Total","Males","Number","29,481,040",""
"1981","Germany including former GDR","Total","Males","Number","37,338,005",""
"1981","Estonia","Total","Males","Number","686,506",""
"1981","Ireland","Total","Males","Number","1,724,100",""
"1981","Greece","Total","Males","Number","4,764,344",""
"1981","Spain","Total","Males","Number","18,467,449",""
"1981","France","Total","Males","Number",":",""
"1981","France (metropolitan)","Total","Males","Number","26,380,976",""
"1981","Croatia","Total","Males","Number","2,226,890","e"
"1981","Italy","Total","Males","Number","27,485,213",""
"1981","Cyprus","Total","Males","Number","254,100",""
"1981","Latvia","Total","Males","Number","1,157,888",""
"1981","Lithuania","Total","Males","Number","1,610,255",""
"1981","Luxembourg","Total","Males","Number","178,250",""
"1981","Hungary","Total","Males","Number","5,188,095",""
"1981","Malta","Total","Males","Number","154,759",""
"1981","Netherlands","Total","Males","Number","7,048,474",""
"1981","Austria","Total","Males","Number","3,570,172",""
"1981","Poland","Total","Males","Number",":",""
"1981","Portugal","Total","Males","Number","4,731,003",""
"1981","Romania","Total","Males","Number","10,993,753",""
"1981","Slovenia","Total","Males","Number","926,928",""
"1981","Slovakia","Total","Males","Number","2,455,591",""
"1981","Finland","Total","Males","Number","2,314,843",""
"1981","Sweden","Total","Males","Number","4,119,840",""
"1981","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1981","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1981","European Free Trade Association","Total","Males","Number","5,237,647",""
"1981","Iceland","Total","Males","Number","115,583",""
"1981","Liechtenstein","Total","Males","Number","12,519",""
"1981","Norway","Total","Males","Number","2,027,580",""
"1981","Switzerland","Total","Males","Number","3,081,965",""
"1981","United Kingdom","Total","Males","Number","27,411,355",""
"1981","Montenegro","Total","Males","Number",":",""
"1981","North Macedonia","Total","Males","Number",":",""
"1981","Albania","Total","Males","Number",":",""
"1981","Serbia","Total","Males","Number",":",""
"1981","Turkey","Total","Males","Number","22,869,491",""
"1981","Andorra","Total","Males","Number",":",""
"1981","Belarus","Total","Males","Number",":",""
"1981","Bosnia and Herzegovina","Total","Males","Number",":",""
"1981","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1981","Moldova","Total","Males","Number",":",""
"1981","Monaco","Total","Males","Number",":",""
"1981","Russia","Total","Males","Number",":",""
"1981","San Marino","Total","Males","Number",":",""
"1981","Ukraine","Total","Males","Number",":",""
"1981","Armenia","Total","Males","Number",":",""
"1981","Azerbaijan","Total","Males","Number",":",""
"1981","Georgia","Total","Males","Number",":",""
"1982","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1982","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1982","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1982","Euro area - 19 countries  (from 2015)","Total","Males","Number","146,564,985",""
